TIME,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
94.087256236,0.167907,0.178713,0.176451,0.173158,0.141754,0.160354,0.152595,0.144926,0.132364,0.131734,0.131484,0.112331
94.133696145,0.122343,0.112792,0.0829636,0.0712034,0.0521866,0.0349157,0.0381943,0.0449442,0.0426315,0.0309056,0.0191413,0.0119273
94.180136054,0.0580836,0.0468947,0.0426374,0.037522,0.0239067,0.0120547,0.00649105,0.0117679,0.0145139,0.0088744,0.00821208,0.00680528
94.226575964,0.0108259,0.00915995,0.00691878,0.00474251,0.00475322,0.00397318,0.00389527,0.00434224,0.00582624,0.00325137,0.00176164,0.00184065
94.273015873,0.0105887,0.00602792,0.00673066,0.0104127,0.0170277,0.020073,0.0177363,0.0155835,0.0218422,0.020603,0.0194489,0.0215871
94.319455782,0.00319687,0.00476303,0.0049375,0.00828972,0.00828863,0.00873922,0.00826433,0.0125073,0.0123801,0.00871098,0.00756989,0.00686328
94.365895692,0.00643749,0.01093,0.0131451,0.00748646,0.0113693,0.0138307,0.00763401,0.00724026,0.00747517,0.00600173,0.00253027,0.00210643
94.412335601,0.0476658,0.0506615,0.0570143,0.050922,0.0389787,0.0351328,0.0295308,0.0258501,0.0259257,0.0250406,0.0210385,0.0211255
94.458775510,0.145729,0.152748,0.150958,0.135284,0.128286,0.127363,0.11269,0.116764,0.112054,0.0898679,0.0797144,0.079293
94.505215420,0.112024,0.101137,0.0739522,0.0695321,0.0442182,0.0269183,0.0309786,0.0385073,0.0354469,0.0226249,0.0159039,0.0125708
94.551655329,0.0458568,0.036537,0.0332431,0.0284823,0.0187097,0.00940728,0.00295811,0.00909636,0.0119105,0.00781285,0.00560117,0.00402239
94.598095238,0.0076686,0.00509756,0.00560013,0.00232413,0.00315094,0.00228496,0.00361715,0.0029203,0.00487345,0.00308517,0.00169558,0.00200186
94.644535147,0.00753951,0.0103191,0.00989012,0.00877049,0.00903149,0.00778658,0.00685878,0.00957082,0.0117859,0.0110819,0.0137743,0.019279
94.690975057,0.00438944,0.0068002,0.0106047,0.00805979,0.00418303,0.00322581,0.00479122,0.00336315,0.0038058,0.00429369,0.00304691,0.00451328
94.737414966,0.0132257,0.018565,0.0185421,0.0131916,0.00980075,0.0119849,0.012809,0.00720147,0.00611907,0.00629286,0.00285825,0.00319587
94.783854875,0.0631916,0.0814046,0.0819469,0.0683729,0.06308,0.057023,0.0498559,0.04706,0.0422642,0.0385096,0.036757,0.0371104
94.830294785,0.134372,0.141005,0.134403,0.11555,0.107068,0.100434,0.0869358,0.0968533,0.0931738,0.0602329,0.0547726,0.0529438
94.876734694,0.100558,0.0913287,0.0683294,0.0655089,0.0400606,0.0203458,0.0261375,0.0323838,0.0284123,0.0153241,0.0143391,0.0123138
94.923174603,0.0366053,0.0288498,0.0253407,0.0220291,0.0144565,0.00771597,0.00338094,0.0077453,0.0102565,0.00655496,0.00404862,0.00295876
94.969614512,0.0060858,0.00372481,0.00310992,0.00333312,0.00222193,0.00212216,0.00280784,0.00351793,0.00335558,0.00213551,0.00227741,0.00260135
95.016054422,0.00821888,0.00729988,0.0114151,0.0111706,0.0108693,0.0102305,0.0089498,0.00892552,0.00875079,0.00750495,0.00688637,0.00774404
95.062494331,0.00381484,0.007668,0.00734381,0.0076668,0.00667285,0.00353822,0.00331033,0.00373311,0.00298507,0.00424293,0.00313256,0.00210064
95.108934240,0.0146915,0.024554,0.0306578,0.0205323,0.0117122,0.0162215,0.0146122,0.008038,0.00619164,0.00726081,0.00501777,0.00556932
95.155374150,0.0926073,0.113655,0.0997202,0.0941745,0.0945463,0.0884178,0.0835476,0.0780725,0.0717741,0.0626461,0.0564094,0.0587326
95.201814059,0.140264,0.136953,0.120366,0.0998539,0.0955953,0.0825672,0.0726632,0.0808158,0.0773921,0.0476203,0.0439168,0.0398566
95.248253968,0.088628,0.0789473,0.0636089,0.0585609,0.0365715,0.0163473,0.0206045,0.0252271,0.0208033,0.009822,0.013923,0.0120015
95.294693878,0.0282292,0.0218141,0.0185045,0.0150341,0.00994208,0.00588915,0.00453629,0.00677809,0.00861892,0.00558965,0.00227657,0.00278808
95.341133787,0.00650241,0.00478979,0.00570875,0.00343482,0.00387744,0.00432734,0.00525031,0.00750274,0.00729127,0.00598087,0.00462125,0.00418082
95.387573696,0.0123196,0.0141467,0.0143604,0.00841689,0.0111939,0.0172084,0.0233175,0.0212916,0.015475,0.0188967,0.020915,0.0193552
95.434013605,0.00402409,0.00320619,0.00299945,0.0036679,0.00338514,0.00246642,0.00473937,0.00562449,0.00342546,0.0038322,0.00402277,0.00348829
95.480453515,0.0111121,0.014304,0.0140262,0.0128869,0.0121831,0.0100987,0.0101512,0.00985054,0.00526816,0.00725259,0.00783086,0.00567591
95.526893424,0.130965,0.149035,0.153056,0.148947,0.141979,0.134999,0.124981,0.112963,0.104779,0.10478,0.101098,0.0921497
95.573333333,0.136776,0.129812,0.107153,0.0819232,0.0789014,0.0610597,0.0553827,0.0639854,0.0598731,0.0460806,0.0330714,0.0248787
95.619773243,0.0773587,0.0675689,0.0569056,0.0498915,0.0326359,0.0134728,0.013811,0.0196678,0.0170905,0.00737954,0.0129867,0.0111227
95.666213152,0.0204847,0.0156693,0.0131836,0.00983685,0.00633163,0.00411229,0.00523628,0.00747908,0.00835414,0.00533565,0.00294257,0.00210755
